분류1,분류2,분류3(기전),성분명,상품명
[1. 순환기계질환],고지혈증 치료제,기타,Omega-3,오마코연질 C
[1. 순환기계질환],고지혈증 치료제,기타,Ezetimibe,이지트롤
[1. 순환기계질환],부정맥 치료제,Na+ 유입 차단제,Propafenone,리트모놈 SR 서방
[1. 순환기계질환],부정맥 치료제,Na+ 유입 차단제,Propafenone,프로페논
[1. 순환기계질환],부정맥 치료제,Na+ 유입 차단제,Flecainide,탬보코
[1. 순환기계질환],부정맥 치료제,Na+ 유입 차단제,Phenytoin,부광페니토인
[1. 순환기계질환],부정맥 치료제,BB,-,고혈압 참고
[1. 순환기계질환],부정맥 치료제,CCB,-,고혈압 참고[cite: 1]
[1. 순환기계질환],부정맥 치료제,K+ 유출 차단제,Dronedarone,멀택
[1. 순환기계질환],부정맥 치료제,K+ 유출 차단제,Dronedarone,삼진드론
[1. 순환기계질환],부정맥 치료제,K+ 유출 차단제,Amiodarone,코다론
[1. 순환기계질환],부정맥 치료제,K+ 유출 차단제,Sotalol,소타론
[1. 순환기계질환],부정맥 치료제,디기탈리스,Digoxin,디고신
[1. 순환기계질환],저혈압 치료제,-,Midodrine,미드론
[1. 순환기계질환],혈액순환장애 치료제,뇌순환 개선,Nicardipine,페르디핀서방
[1. 순환기계질환],혈액순환장애 치료제,뇌순환 개선,Nimodipine,니모디핀
[1. 순환기계질환],혈액순환장애 치료제,뇌순환 개선,Nicergoline,사미온
[1. 순환기계질환],혈액순환장애 치료제,뇌순환 개선,Citicoline,소마지나
[1. 순환기계질환],혈액순환장애 치료제,정맥순환 개선,Vitis vinifera Leaf,안탁스
[1. 순환기계질환],혈액순환장애 치료제,정맥순환 개선,Vitis vinifera Seed,엔테론정
[1. 순환기계질환],혈액순환장애 치료제,정맥순환 개선,Ginkgo Ext,기넥신에프
[1. 순환기계질환],혈액순환장애 치료제,정맥순환 개선,Ginkgo Ext,타나민
[1. 순환기계질환],혈액순환장애 치료제,정맥순환 개선,Ginkgo Ext,세보칸
[1. 순환기계질환],혈액순환장애 치료제,정맥순환 개선,Centella Asiatica,센시아
[1. 순환기계질환],혈액순환장애 치료제,정맥순환 개선,Micronized Flavonoid,베니톨
[1. 순환기계질환],혈액순환장애 치료제,정맥순환 개선,Diosmin,치퀵
[1. 순환기계질환],혈액순환장애 치료제,정맥순환 개선,Diosmin,디오맥스
[1. 순환기계질환],혈액순환장애 치료제,정맥순환 개선,Naftazone,베노론
[1. 순환기계질환],혈액순환장애 치료제,정맥순환 개선,Naftazone,메디아벤엘
[1. 순환기계질환],혈액순환장애 치료제,정맥순환 개선,Dobesilate,독시움
[1. 순환기계질환],혈액순환장애 치료제,말초혈액순환 개선,Limaprost,오팔몬
[1. 순환기계질환],혈액순환장애 치료제,말초혈액순환 개선,Alprostadil,에글란딘
[1. 순환기계질환],폐고혈압 치료제,Endothelin 수용체 길항제,Ambrisentan,볼리브리스
[1. 순환기계질환],폐고혈압 치료제,Endothelin 수용체 길항제,Macitentan,옵서미트
[1. 순환기계질환],폐고혈압 치료제,Endothelin 수용체 길항제,Bosentan,트라클리어
[1. 순환기계질환],폐고혈압 치료제,PGI2 유도체,Beraprost,베라실
[1. 순환기계질환],폐고혈압 치료제,PDE5 억제제,Sildenafil,비아그라
