분류1,분류2,분류3(기전),성분명,상품명
[2. 호르몬&대사 질환],당뇨병 치료제,DPP-4 inh,Alogliptin+Metformin,네시나메트[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,DPP-4 inh,Anagliptin,가드렛[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,DPP-4 inh,Anagliptin+Metformin,가드메트[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,DPP-4 inh,Evogliptin,슈가논[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,DPP-4 inh,Evogliptin+Metformin,슈가메트[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,DPP-4 inh,Saxagliptin,온글라이자[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,DPP-4 inh,Saxagliptin+Metformin,콤비글라이즈[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,a-glucosidase i,Voglibose,베이슨[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,a-glucosidase i,Acarbose,글루코바이[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,a-glucosidase i,Miglitol,미그보스[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,Meglitinide,Mitiglinide,글루패스[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,Meglitinide,Nateglinide,파스틱[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,Meglitinide,Repaglinide,노보넘[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,Insulin 혼합,Aspart + Aspart protamine,노보믹스 30[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,Insulin 혼합,Aspart + Aspart protamine,노보믹스 50[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,Insulin 속효,Aspart,노보래피드[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,Insulin 속효,Glulisine,애피드라솔로스타[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,Insulin 속효,Lispro,휴마로그퀵펜[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,Insulin 장시간,Detemir,레버미어[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,Insulin 장시간,Degludec,트레시바[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,Insulin 장시간,Glargine,투제오[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,Insulin 장시간,Glargine,란투스[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,GLP-1 유사체,Semaglutide,오젬픽[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,GLP-1 유사체,Dulaglutide,트루리시티[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,GLP-1 유사체,Liraglutide,빅토자[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,GLP-1 + Insulin 장시간,Degludec + Liraglutide,줄토피[cite: 1]
[2. 호르몬&대사 질환],당뇨병 치료제,GLP-1 + Insulin 장시간,Lixisenatide + Glargine,솔리쿠아[cite: 1]
[2. 호르몬&대사 질환],당뇨병성 신경병증 약,-,R-Thioctic acid,덱시드[cite: 1]
[2. 호르몬&대사 질환],당뇨병성 신경병증 약,-,Thioctic acid,치옥타시드 HR[cite: 1]
[2. 호르몬&대사 질환],당뇨병성 신경병증 약,-,Epalrestat,에팔[cite: 1]
[2. 호르몬&대사 질환],호르몬제제,부신피질 호르몬제,Prednisolone,피디[cite: 1]
[2. 호르몬&대사 질환],호르몬제제,부신피질 호르몬제,Prednisolone,소론도[cite: 1]
[2. 호르몬&대사 질환],호르몬제제,부신피질 호르몬제,Methylprednisolone,메틸프레드니솔론[cite: 1]
[2. 호르몬&대사 질환],호르몬제제,부신피질 호르몬제,Dexamethasone,유한덱사메타손[cite: 1]
[2. 호르몬&대사 질환],호르몬제제,부신피질 호르몬제,Hydrocortisone,하이손[cite: 1]
[2. 호르몬&대사 질환],호르몬제제,부신피질 호르몬제,Beclomethasone,클리퍼[cite: 1]
[2. 호르몬&대사 질환],호르몬제제,부신피질 호르몬제,Triamcinolone,레더코트[cite: 1]
[2. 호르몬&대사 질환],호르몬제제,부신피질 호르몬제,Deflazacort,캘코트정[cite: 1]
[2. 호르몬&대사 질환],호르몬제제,성장호르몬,Somatropin,싸이젠리퀴드[cite: 1]
[2. 호르몬&대사 질환],호르몬제제,항성장 바소프레신,Octreotide,산도스타틴[cite: 1]
[2. 호르몬&대사 질환],호르몬제제,항성장 바소프레신,Desmopressin,미니린멜트[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,남성호르몬,Testosterone,예나스테론[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,남성호르몬,Testosterone,나테스토나잘겔[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,남성호르몬,Testosterone,네비도[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,항남성호르몬,Cyproterone+EE,다이안느 35[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,여성호르몬,Drospirenone+EE,안젤릭[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,여성호르몬,Drospirenone+EE,야즈[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,여성호르몬,Drospirenone+EE,야스민[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,여성호르몬,Desogestrel+EE,머시론[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,여성호르몬,Tibolone,리비알[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,여성호르몬,Dydrogesterone,듀파스톤[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,여성호르몬,Progesterone,유트로게스탄[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,여성호르몬,Progesterone,크리논겔[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,여성호르몬,Progesterone,루티너스질정[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,여성호르몬,Estriol,오베스틴[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,여성호르몬,Estriol,유센스질크림[cite: 1]
[2. 호르몬&대사 질환],성호르몬제제,여성호르몬,Medroxy Progesterone,프로베라[cite: 1]
[2. 호르몬&대사 질환],골다공증 치료제,Bisphosphonate,Alendronate,마빌[cite: 1]
[2. 호르몬&대사 질환],골다공증 치료제,Bisphosphonate,Alendronate,포사맥스[cite: 1]
[2. 호르몬&대사 질환],골다공증 치료제,Bisphosphonate,Etidronate,다이놀[cite: 1]
[2. 호르몬&대사 질환],골다공증 치료제,Bisphosphonate,Ibandronate,본비바[cite: 1]
[2. 호르몬&대사 질환],골다공증 치료제,Bisphosphonate,Risedronate,악토넬[cite: 1]
[2. 호르몬&대사 질환],골다공증 치료제,Bisphosphonate,Zoledronic acid,졸레닉[cite: 1]
[2. 호르몬&대사 질환],골다공증 치료제,부갑상선호르몬,Teriparatide,포스테오[cite: 1]
[2. 호르몬&대사 질환],골다공증 치료제,부갑상선호르몬,Teriparatide,테로사[cite: 1]
[2. 호르몬&대사 질환],골다공증 치료제,Vit D,Alfacalcidol,알파본[cite: 1]
[2. 호르몬&대사 질환],골다공증 치료제,Vit D,Calcitriol,칼시오[cite: 1]
[2. 호르몬&대사 질환],골다공증 치료제,SERM,Bazedoxifene,비비안트[cite: 1]
[2. 호르몬&대사 질환],골다공증 치료제,SERM,Raloxifene,에비스타[cite: 1]
[2. 호르몬&대사 질환],통풍치료제,요산 생성 억제제,Allopurinol,자이로릭[cite: 1]
[2. 호르몬&대사 질환],통풍치료제,요산 생성 억제제,Febuxostat,페브릭[cite: 1]
[2. 호르몬&대사 질환],통풍치료제,배설 촉진제,Potassium citrate,유로시트라 K[cite: 1]
[2. 호르몬&대사 질환],통풍치료제,배설 촉진제,Benzbromarone,유리논[cite: 1]
[2. 호르몬&대사 질환],통풍치료제,통풍 발작 예방제,Colchicine,콜킨[cite: 1]
[2. 호르몬&대사 질환],통풍치료제,부신피질호르몬,-,스테로이드 참고[cite: 1]
[2. 호르몬&대사 질환],갑상선 질환 치료제,항진증 치료제,Methimazole,부광메티마졸[cite: 1]
[2. 호르몬&대사 질환],갑상선 질환 치료제,항진증 치료제,Propylthiouracil,안티로이드[cite: 1]
[2. 호르몬&대사 질환],갑상선 질환 치료제,저하증 치료제,Levothyroxine,씬지로이드[cite: 1]
[2. 호르몬&대사 질환],갑상선 질환 치료제,저하증 치료제,Liothyronine,테트로닌[cite: 1]
[2. 호르몬&대사 질환],고프로락틴 혈증 치료제,Lysergic acid 유도,Bromocriptine,팔로델[cite: 1]
[2. 호르몬&대사 질환],비만치료제,중추성 (향정),Diethylpropion,디피온[cite: 1]
[2. 호르몬&대사 질환],비만치료제,중추성 (향정),Mazindol,마자놀[cite: 1]
[2. 호르몬&대사 질환],비만치료제,중추성 (향정),Phentermine,아디펙스[cite: 1]
[2. 호르몬&대사 질환],비만치료제,중추성 (향정),Phentermine,디에타민[cite: 1]
[2. 호르몬&대사 질환],비만치료제,중추성 (향정),Phendimetrazine,푸링[cite: 1]
[2. 호르몬&대사 질환],비만치료제,중추성 (향정),Phendimetrazine,판베시[cite: 1]
[2. 호르몬&대사 질환],비만치료제,중추성 (향정) + 항뇌전증,Phentermine+Topiramate,큐시미아[cite: 1]
[2. 호르몬&대사 질환],비만치료제,중추성,Bupropion+Naltrexone,레비아[cite: 1]
[2. 호르몬&대사 질환],비만치료제,중추성,Bupropion,웰부트린 XL[cite: 1]
[2. 호르몬&대사 질환],비만치료제,말초성,Orlistat,제니칼[cite: 1]
[2. 호르몬&대사 질환],비만치료제,항우울제,-,항우울제 파트 참고[cite: 1]
[2. 호르몬&대사 질환],비만치료제,GLP-1 유사체,Liraglutide,삭센다[cite: 1]
[2. 호르몬&대사 질환],비만치료제,GLP-1 유사체,Semaglutide,위고비[cite: 1]
[2. 호르몬&대사 질환],식욕촉진제,항히스타민 복합제,Vit B12+Cyproheptadine+Carnitine+Lysine,트레스탄캡슐[cite: 1]
[2. 호르몬&대사 질환],식욕촉진제,항히스타민 복합제,Vit B12+Cyproheptadine+Carnitine+Lysine,트레스탄츄정[cite: 1]
[2. 호르몬&대사 질환],식욕촉진제,프로게스테론,Megestrol,메게롤[cite: 1]
[2. 호르몬&대사 질환],피임제,2세대 P+E,Levonorgestrel+EE,미니보라[cite: 1]
[2. 호르몬&대사 질환],피임제,3세대 P+E,Desogestrel+EE,머시론[cite: 1]
[2. 호르몬&대사 질환],피임제,3세대 P+E,Gestodene+EE,마이보라[cite: 1]
[2. 호르몬&대사 질환],피임제,4세대 P+E,Drospirenone+EE,안젤릭[cite: 1]
[2. 호르몬&대사 질환],피임제,4세대 P+E,Drospirenone+EE,야스민[cite: 1]
[2. 호르몬&대사 질환],피임제,4세대 P+E,Drospirenone+EE,야즈[cite: 1]
[2. 호르몬&대사 질환],사후 피임약,-,Levonorgestrel,포스티노 1[cite: 1]
[2. 호르몬&대사 질환],사후 피임약,-,Ulipristal,엘라원[cite: 1]
[2. 호르몬&대사 질환],체내 피임장치,-,Etonogestrel,임플라논[cite: 1]
[2. 호르몬&대사 질환],체내 피임장치,-,Levonorgestrel,미레나[cite: 1]
[2. 호르몬&대사 질환],배란촉진제,Gonadotropin 류,Menotrophin,메노푸어[cite: 1]
[2. 호르몬&대사 질환],배란촉진제,Gonadotropin 류,Menotrophin,아이브이에프엠[cite: 1]
