분류1,분류2,분류3(기전),성분명,상품명
[5. 근골격계 질환],NSAIDS,Indole acetic acid 계,Proglumetacin,아푸록산
[5. 근골격계 질환],NSAIDS,Indole acetic acid 계,Indometacin,인도메타
[5. 근골격계 질환],NSAIDS,Indole acetic acid 계,Etodolac,토세락
[5. 근골격계 질환],NSAIDS,Indole acetic acid 계,Ketorolac,케토라신
[5. 근골격계 질환],NSAIDS,Indole acetic acid 계,Sulindac,크리돌
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Ibuprofen,애드빌
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Ibuprofen,이지엔 6애니
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Ibuprofen,부루펜
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Ibuprofen,탁센(파란색)
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Ibuprofen Arg,일펜
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Ibuprofen Lys,캐롤에프
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Dexibuprofen,애니펜
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Dexibuprofen,이지엔 6프로
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Dexibuprofen,디부루펜
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Dexibuprofen,탁센(보라색)
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Dexibuprofen D.C,동화록소닌
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Dexibuprofen D.C,솔레톤
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Naproxen,낙센에프
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Naproxen,이지엔 6스트롱
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Naproxen Na,아나프록스
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Naproxen Na,탁센(초록색)
[5. 근골격계 질환],NSAIDS,Propioniac acids 계,Pelubiprofen,펠루비
[5. 근골격계 질환],NSAIDS,Naphthalene 계,Nabumetone,유니메톤
[5. 근골격계 질환],NSAIDS,Phenyl acetic acids 계,Aceclofenac,프로닥
[5. 근골격계 질환],NSAIDS,Phenyl acetic acids 계,Aceclofenac,에어탈
[5. 근골격계 질환],NSAIDS,Phenyl acetic acids 계,Diclofenac,카타스
[5. 근골격계 질환],NSAIDS,COX-2,Etoricoxib,알콕시아
[5. 근골격계 질환],NSAIDS,COX-2,Celecoxib,쎄레브렉스
[5. 근골격계 질환],NSAIDS,COX-2,Polmacoxib,아셀렉스
[5. 근골격계 질환],NSAIDS 복합제,NSAIDs+PPI,Naproxen+Esomeprazole,낙소졸
[5. 근골격계 질환],NSAIDS 복합제,생리통약제,Ibuprofen+Pamabrom,이지엔 6이브
[5. 근골격계 질환],NSAIDS 복합제,생리통약제,Ibuprofen+Pamabrom,탁센이브
[5. 근골격계 질환],비마약성 진통제,-,AAP,타이레놀
[5. 근골격계 질환],비마약성 진통제,-,AAP,세토펜
[5. 근골격계 질환],비마약성 진통제,-,Tramadol,트리돌
[5. 근골격계 질환],AAP 복합제,AAP+Tramadol,울트라셋
[5. 근골격계 질환],류마티스치료제,면역억제제,Methotrexate,메토트렉세이트
[5. 근골격계 질환],근이완제,중추성,Baclofen,바크론
[5. 근골격계 질환],근이완제,중추성,Eperisone,뮤페신
[5. 근골격계 질환],근이완제,중추성,Chlorzoxazone,티자리드
[6. 통증 질환],마약성 진통제,Opioid 효능약,Oxycodone,옥시콘틴서방
[6. 통증 질환],마약성 진통제,Opioid 효능약,Morphine,엠에스알서방
[6. 통증 질환],마약성 진통제,Opioid 효능약,Fentanyl,듀로제식
[6. 통증 질환],마약성 진통제,Opioid 효능약-약한 진통,Codeine,명문인산코데인
[6. 통증 질환],마약성 진통제,Opioid 효능약-약한 진통,Dihydrocodeine,디코데
