분류1,분류2,분류3(기전),성분명,상품명
향정신병약물,비정형 향정신병약물 (SGA),기타,Aripiprazole,아빌리파이[cite: 1]
향정신병약물,비정형 향정신병약물 (SGA),기타,Blonanserin,로나센[cite: 1]
향정신병약물,비정형 향정신병약물 (SGA),기타,Lurasidone,라투다[cite: 1]
향정신병약물,비정형 향정신병약물 (SGA),기타,Ziprasidone,젤독스[cite: 1]
[13. 신경계 질환],항파킨슨제,Levodopa+DOPAdecarboxylase inh,Levodopa+Benserazide,명도파[cite: 1]
[13. 신경계 질환],항파킨슨제,Levodopa+DOPAdecarboxylase inh,Levodopa+Benserazide,마도파[cite: 1]
[13. 신경계 질환],항파킨슨제,Levodopa+DOPAdecarboxylase inh,Levodopa+Carbidopa,퍼킨[cite: 1]
[13. 신경계 질환],항파킨슨제,Levodopa+DOPAdecarboxylase inh. +COMT inh.,Levodopa+Carbidopa+Entacapone,스타레보[cite: 1]
[13. 신경계 질환],항파킨슨제,COMT 억제제,Opicapone,오젠티스[cite: 1]
[13. 신경계 질환],항파킨슨제,COMT 억제제,Entacapone,콤탄[cite: 1]
[13. 신경계 질환],항파킨슨제,Dopamine 방출,Amantadine,피케이멜즈[cite: 1]
[13. 신경계 질환],항파킨슨제,MAO-B 억제제,Rasagiline,아질렉트[cite: 1]
[13. 신경계 질환],항파킨슨제,MAO-B 억제제,Safinamide,에퀴피나[cite: 1]
[13. 신경계 질환],항파킨슨제,MAO-B 억제제,Selegiline,마오비[cite: 1]
[13. 신경계 질환],항파킨슨제,Dopamine R 자극-맥각,Bromocriptine,팔로델[cite: 1]
[13. 신경계 질환],항파킨슨제,Dopamine R 자극-맥각,Cabergoline,카버락틴[cite: 1]
[13. 신경계 질환],항파킨슨제,Dopamine R 자극-비맥각,Pramipexole,미라펙스[cite: 1]
[13. 신경계 질환],항파킨슨제,Dopamine R 자극-비맥각,Pramipexole,미라펙스서방[cite: 1]
[13. 신경계 질환],항파킨슨제,Dopamine R 자극-비맥각,Ropinirole,리큅[cite: 1]
[13. 신경계 질환],항파킨슨제,Dopamine R 자극-비맥각,Ropinirole,리큅피디[cite: 1]
[13. 신경계 질환],항파킨슨제,항콜린제,Biperiden,비페린[cite: 1]
[13. 신경계 질환],항파킨슨제,항콜린제,Benztropine,벤즈트로핀[cite: 1]
[13. 신경계 질환],항파킨슨제,항콜린제,Trihexyphenidyl,트리헥신[cite: 1]
[13. 신경계 질환],항파킨슨제,항콜린제,Procycline,프로이머[cite: 1]
[13. 신경계 질환],항파킨슨제,기타,Orphenadrine,오페릴서방[cite: 1]
[13. 신경계 질환],항파킨슨제,기타,Zonisamide,엑세그란[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,맥각 알칼로이드,Ergotamine+Caffeine,크래밍[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,Ca 통로 차단제,Cinnarizine+Dimenhydrinate,알레버트[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,Ca 통로 차단제,Flunarizine,씨베리움[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,Ca 통로 차단제,Cinnarizine,마이그리진[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,5-HT1+NSAIDS,Sumatriptan+Naproxen Na,수벡스[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,5-HT1 효능제,Almotriptan,알모그란[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,5-HT1 효능제,Frovatriptan,미가드[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,5-HT1 효능제,Naratriptan,나라믹[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,5-HT1 효능제,Zolmitriptan,조믹[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,5-HT1 효능제,Sumatriptan,이미그란[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,5-HT1 효능제,Lasmiditan,레이보우[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,CGRP 길항제,Fremanezumab,아조비[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,CGRP 길항제,Galcanezumab,앰겔러티[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,CGRP 길항제,Atogepant,아큅타[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,기타,Valproate 류,네가펜(수출용)[cite: 1]
[13. 신경계 질환],편두통 및 두통 치료제,기타,Topiramate,토파맥스[cite: 1]
[13. 신경계 질환],항경련제,Na+ Ch 차단제,Carbamazepine,테그레톨씨알[cite: 1]
[13. 신경계 질환],항경련제,Na+ Ch 차단제,Carbamazepine,테그레톨[cite: 1]
[13. 신경계 질환],항경련제,Na+ Ch 차단제,Oxcarbazepine,트리렙탈[cite: 1]
[13. 신경계 질환],항경련제,Na+ Ch 차단제,Rufinamide,이노베론[cite: 1]
[13. 신경계 질환],항경련제,Na+ Ch 차단제,Fosphenytoin,쎄레빅스주[cite: 1]
[13. 신경계 질환],항경련제,Na+ Ch 차단제,Eslicarbazepine,제비닉스[cite: 1]
[13. 신경계 질환],항경련제,Na+ Ch 차단제,Lacosamide,빔스크주[cite: 1]
[13. 신경계 질환],항경련제,Na+ Ch 차단제,Lacosamide,빔스크[cite: 1]
[13. 신경계 질환],항경련제,Na+ Ch 차단제,Lamotrigine,라믹탈[cite: 1]
[13. 신경계 질환],항경련제,Na+ Ch 차단제,Phenytoin,삼진페니토인주[cite: 1]
[13. 신경계 질환],항경련제,Na+ Ch 차단제,Phenytoin,부광페니토인[cite: 1]
[13. 신경계 질환],항경련제,Na+ Ch 차단제,Phenytoin,환단히단토인[cite: 1]
[13. 신경계 질환],항경련제,Gaba 작용 증가약,Pregabalin,리리카[cite: 1]
[13. 신경계 질환],항경련제,Gaba 작용 증가약,Pregabalin,리리카 CR[cite: 1]
[13. 신경계 질환],항경련제,Gaba 작용 증가약,Gabapentin,뉴론틴[cite: 1]
[13. 신경계 질환],항경련제,Gaba 작용 증가약,Primidone,프리미돈[cite: 1]
[13. 신경계 질환],항경련제,Gaba 작용 증가약,Clonazepam,리보트릴[cite: 1]
[13. 신경계 질환],항경련제,Gaba 작용 증가약,Phenobarbital,하나페노바르비탈[cite: 1]
[13. 신경계 질환],항경련제,Gaba 작용 증가약,Divalproex Sodium,데파코트서방[cite: 1]
[13. 신경계 질환],항경련제,Gaba 작용 증가약,Valproic acid+Sodium Valproate,데파킨크로노[cite: 1]
[13. 신경계 질환],항경련제,Gaba 작용 증가약,Sodium Valproate,오르필[cite: 1]
[13. 신경계 질환],항경련제,Gaba 작용 증가약,Sodium Valproate,오르필시럽[cite: 1]
[13. 신경계 질환],항경련제,Gaba 작용 증가약,Sodium Valproate,오르필주[cite: 1]
[13. 신경계 질환],항경련제,Gaba 작용 증가약,Mg Valproate,프로막[cite: 1]
[13. 신경계 질환],항경련제,Gaba 작용 증가약,Vigabatrin,사브릴[cite: 1]
[13. 신경계 질환],항경련제,Ca2+ 차단제,Ethosuximide,자론티[cite: 1]
[13. 신경계 질환],항경련제,Ca2+ 차단제,Zonisamide,엑세그란[cite: 1]
[13. 신경계 질환],항경련제,기타,Brivaracetam,브리비액트[cite: 1]
[13. 신경계 질환],항경련제,기타,Levetiracetam,케프라액[cite: 1]
[13. 신경계 질환],항경련제,기타,Levetiracetam,케프라정[cite: 1]
[13. 신경계 질환],항경련제,기타,Levetiracetam,케프라주[cite: 1]
[13. 신경계 질환],항경련제,기타,Perampanel,파이콤파[cite: 1]
[13. 신경계 질환],항경련제,기타,Topiramate,토파맥스[cite: 1]
[13. 신경계 질환],중독성 장애 치료제,-,Acamprosate,아캄프로세이트[cite: 1]
[13. 신경계 질환],중독성 장애 치료제,-,Metadoxine,알코텔[cite: 1]
[13. 신경계 질환],중독성 장애 치료제,-,Naltrexone,레비아[cite: 1]
[13. 신경계 질환],중독성 장애 치료제,-,Nicotine,니코스탑[cite: 1]
[13. 신경계 질환],중독성 장애 치료제,-,Varenicline,챔픽스[cite: 1]
[13. 신경계 질환],중독성 장애 치료제,-,Varenicline,니코챔스[cite: 1]
[13. 신경계 질환],어지럼증 치료제,-,Dimenhydrinate,보나링[cite: 1]
[13. 신경계 질환],어지럼증 치료제,-,Betahistine,메네스/유턴[cite: 1]
[13. 신경계 질환],어지럼증 치료제,-,Cinnarizine,마이그리진[cite: 1]
[13. 신경계 질환],어지럼증 치료제,-,Flunarizine,씨베리움[cite: 1]
[13. 신경계 질환],어지럼증 치료제,-,Ginkgo,기넥신에프[cite: 1]
[13. 신경계 질환],어지럼증 치료제,-,Diazepam,삼진디아제팜[cite: 1]
[13. 신경계 질환],어지럼증 치료제,-,Tianeptine,스타브론[cite: 1]
[13. 신경계 질환],멀미 약,-,Dimenhydrinate,보나링[cite: 1]
[13. 신경계 질환],멀미 약,-,Scopolamine,키미테패취[cite: 1]
[13. 신경계 질환],멀미 약,-,Dimenhydrinate+Scopolamine,보나링츄어블[cite: 1]
[13. 신경계 질환],멀미 약,-,Dimenhydrinate+Scopolamine,키미테정[cite: 1]
[13. 신경계 질환],멀미 약,-,Dimenhydrinate+VitB6,해피트립[cite: 1]
[13. 신경계 질환],멀미 약,-,Meclizine+Caffeine+VitB6,노보민시럽[cite: 1]
[13. 신경계 질환],멀미 약,-,Dimenhydrinate+Caffeine+VItB3,6,소보민시럽[cite: 1]
[13. 신경계 질환],멀미 약,-,소보민시럽+Scopolamine,토스롱[cite: 1]
[13. 신경계 질환],멀미 약,-,소보민시럽+Scopolamine,토스롱에스[cite: 1]
[13. 신경계 질환],신경통 치료제,-,Amitriptyline,에나폰[cite: 1]
[13. 신경계 질환],신경통 치료제,-,Amitriptyline,에트라빌[cite: 1]
[13. 신경계 질환],신경통 치료제,-,Nortriptyline,센시발[cite: 1]
[13. 신경계 질환],신경통 치료제,-,Carbamazepine,테그레톨[cite: 1]
[13. 신경계 질환],신경통 치료제,-,Carbamazepine,테그레톨씨알[cite: 1]
[13. 신경계 질환],신경통 치료제,-,Mirogabalin,탈리제[cite: 1]
[13. 신경계 질환],신경통 치료제,-,Gabapentin,뉴론틴[cite: 1]
[13. 신경계 질환],신경통 치료제,-,Pregabalin,리리카[cite: 1]
[13. 신경계 질환],신경통 치료제,-,Pregabalin,리리카 CR[cite: 1]
[13. 신경계 질환],신경통 치료제,-,Duloxetine,심발타[cite: 1]
[13. 신경계 질환],기타 신경계용 약물,-,Riluzole,리루텍[cite: 1]
[13. 신경계 질환],기타 신경계용 약물,-,Taltirelin,씨트렐린[cite: 1]
[13. 신경계 질환],기타 신경계용 약물,-,Edaravone,라디컷[cite: 1]
[13. 신경계 질환],기타 신경계용 약물,-,Caffeine,네오카프[cite: 1]
