분류1,분류2,분류3(기전),성분명,상품명
[10. 눈/귀/치과/구강 약물],각막보호제,안구 건조증 (윤활),Lanolin,리포직[cite: 1]
[10. 눈/귀/치과/구강 약물],각막보호제,안구 건조증 (윤활),Carbomer,리포직이디오[cite: 1]
[10. 눈/귀/치과/구강 약물],각막보호제,안구 건조증 (윤활),Carbomer,듀라티얼즈[cite: 1]
[10. 눈/귀/치과/구강 약물],각막보호제,인공누액(포비돈),Povidone,옵타젠트[cite: 1]
[10. 눈/귀/치과/구강 약물],각막보호제,안구 건조증 (치료),Rebamipide,레바아이[cite: 1]
[10. 눈/귀/치과/구강 약물],각막보호제,안구 건조증 (치료),Diquafosol,디쿠아스[cite: 1]
[10. 눈/귀/치과/구강 약물],각막보호제,안구 건조증 (치료),Diquafosol,디쿠아스-에스[cite: 1]
[10. 눈/귀/치과/구강 약물],각막보호제,안구 건조증 (치료),Cyclosporine,아이커비스[cite: 1]
[10. 눈/귀/치과/구강 약물],각막보호제,안구 건조증 (치료),Cyclosporine,레스타시스[cite: 1]
[10. 눈/귀/치과/구강 약물],안과용 항알러지제,-,Epinastine,알레지온[cite: 1]
[10. 눈/귀/치과/구강 약물],안과용 항알러지제,-,Olopatadine,알파데이[cite: 1]
[10. 눈/귀/치과/구강 약물],안과용 항알러지제,-,Ketotifen,케토핀프리[cite: 1]
[10. 눈/귀/치과/구강 약물],안과용 항알러지제,-,Cromoglycate,클레신[cite: 1]
[10. 눈/귀/치과/구강 약물],안과용 항알러지제,-,Pemirolast,알레기[cite: 1]
[10. 눈/귀/치과/구강 약물],안과용 항알러지제,-,Acitazanolast,알러쿨[cite: 1]
[10. 눈/귀/치과/구강 약물],산동제,항콜린제,Atropine,마이오가드[cite: 1]
[10. 눈/귀/치과/구강 약물],산동제,항콜린제,Tropicamide,미드리아실[cite: 1]
[10. 눈/귀/치과/구강 약물],산동제,항콜린제,Cyclopentolate,싸이크로질[cite: 1]
[10. 눈/귀/치과/구강 약물],산동제,항콜린제,Homatropine,오큐호마핀[cite: 1]
[10. 눈/귀/치과/구강 약물],산동제,교감신경자극제+항콜린제,Phenylephrine+Tropicamide,미드린피[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-구내염/입술염,살균소독제,Policresulen,알보칠[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-구내염/입술염,구강 스테로이드,Triamcinolone,오라메디[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-구내염/입술염,구강 스테로이드,Triamcinolone,아프타치[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-구내염/입술염,구강 스테로이드,Dexamethasone,페리덱스[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-구내염/입술염,NSAIDS,Diclofenac,아프니벤큐액[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-구내염/입술염,구내염영양제,Vit B류+L-Cys,리보테인[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-구강/인후소독,살균소독제,Chlorhexidine,헥사메딘[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-구강/인후소독,살균소독제,Benzydamine,탄툼액[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-구강/인후소독,살균소독제,Benzydamine,탄툼네뷸라이저[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-구강/인후소독,살균소독제,Povidone lodine,베타딘인후[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-구강/인후소독,살균소독제,Cetylpyridinium+Soluble Azulene,목앤스프레이[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-기타 치료,-,Sodium Hyaluronate,뮤코베리어액[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-기타 치료,-,Sodium Hyaluronate,히아로겔[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-기타 치료,치아 미백,과산화수소 35%,뷰티스 15 미백[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-기타 치료,치아 미백+충치 예방,Carbamide Peroxide + NaF,센스에프 15%[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-잇몸 및 치아 영양제,잇몸건강,옥수수불검화 Ext,인사돌[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-잇몸 및 치아 영양제,잇몸건강,옥수수불검화 Ext,이튼큐[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-잇몸 및 치아 영양제,잇몸건강,옥수수불검화 Ext+후박 Ext,인사돌플러스[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-잇몸 및 치아 영양제,잇몸건강,Lysozyme+Carbazochrome+Vit,이가탄에프[cite: 1]
[10. 눈/귀/치과/구강 약물],치과/구강-잇몸 및 치아 영양제,잇몸건강,Lysozyme+Carbazochrome+Vit,투스딘[cite: 1]
[10. 눈/귀/치과/구강 약물],이명 치료제,-,Ginkgo Leaf Ext.,기넥신에프[cite: 1]
[10. 눈/귀/치과/구강 약물],이명 치료제,-,Ginkgo Leaf Ext.,타나민[cite: 1]
[10. 눈/귀/치과/구강 약물],이명 치료제,-,Cilostazol+Ginkgo,리넥신[cite: 1]
[10. 눈/귀/치과/구강 약물],이명 치료제,-,Diazepam,디아제팜[cite: 1]
[10. 눈/귀/치과/구강 약물],이명 치료제,-,Flunarizine,씨베리움[cite: 1]
[10. 눈/귀/치과/구강 약물],이명 치료제,-,Dimenhydrinate,보나링[cite: 1]
[10. 눈/귀/치과/구강 약물],점이용 약물,스테로이드+항생제,Fluocinolone+Ciprofloxacin,세트락살플러스[cite: 1]
[10. 눈/귀/치과/구강 약물],점이용 약물,스테로이드+항생제,Dexamethasone+Ciprofloxacin,실로덱스[cite: 1]
[10. 눈/귀/치과/구강 약물],점이용 약물,스테로이드+항생제,Hydrocortisone+Ciprofloxacin,라이트시프로[cite: 1]
