분류1,분류2,분류3(기전),성분명,상품명
[7. 소화기계질환],간장/담낭/췌장 치료제,이담제,DDE,가레오[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,이담제,CDCA/UDCA,씨앤유[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,이담제,UDCA,우루사[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,담석용해제,UDCA+BDD,유디비[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,췌장질환제제,Camostat,호이판[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,췌장질환제제,Nafamostat,후탄[cite: 1]
[7. 소화기계질환],간장/담낭/췌장 치료제,췌장질환제제,Gabexate,호의[cite: 1]
[7. 소화기계질환],기타 소화기 약물,장내 가스 제거제,Dimethicone,가소콜[cite: 1]
[7. 소화기계질환],기타 소화기 약물,장내 가스 제거제,Simethicone,가소콜[cite: 1]
[7. 소화기계질환],기타 소화기 약물,소화효소 복합제,소화효소제,다제스[cite: 1]
[7. 소화기계질환],기타 소화기 약물,소화효소 복합제,소화효소제,베아제[cite: 1]
[7. 소화기계질환],기타 소화기 약물,소화효소 복합제,Pancreatin,노자임 10000[cite: 1]
[7. 소화기계질환],기타 소화기 약물,소화효소 복합제,Pancreatin,노자임 40000[cite: 1]
[7. 소화기계질환],기타 소화기 약물,장정결제,일반 - 총 1.6L,원프렙 1.38 산[cite: 1]
[7. 소화기계질환],기타 소화기 약물,장정결제,일반 - 총 2L,플렌뷰[cite: 1]
[7. 소화기계질환],기타 소화기 약물,장정결제,일반 - 총 3L,쿨프렙[cite: 1]
[7. 소화기계질환],기타 소화기 약물,장정결제,일반 - 3L,엔도클린산[cite: 1]
[7. 소화기계질환],기타 소화기 약물,장정결제,정제 28 알/0.85L,오라팡[cite: 1]
[7. 소화기계질환],기타 소화기 약물,장정결제,정제 20 알/0.85L,제이클[cite: 1]
