분류1,분류2,분류3(기전),성분명,상품명
[12. 정신/행동장애],항우울제,3급 아민 TCA,Doxepin,사일레노[cite: 1]
[12. 정신/행동장애],항우울제,2급 아민 TCA,Amoxapine,아디센[cite: 1]
[12. 정신/행동장애],항우울제,2급 아민 TCA,Nortriptyline,센시발[cite: 1]
[12. 정신/행동장애],항우울제,NaSSA/TeCA,Mirtazapine,레메론[cite: 1]
[12. 정신/행동장애],항우울제,SSRI,Escitalopram,렉사프로[cite: 1]
[12. 정신/행동장애],항우울제,SSRI,Fluvoxamine,듀미록스[cite: 1]
[12. 정신/행동장애],항우울제,SSRI,Paroxetine,팍실 CR[cite: 1]
[12. 정신/행동장애],항우울제,SSRI,Fluoxetine,푸로작[cite: 1]
[12. 정신/행동장애],항우울제,SSRI,Vortioxetine,브린텔릭스[cite: 1]
[12. 정신/행동장애],항우울제,SSRI,Sertraline,졸로푸트[cite: 1]
[12. 정신/행동장애],항우울제,SNRI,Desvenlafaxine,프리스틱[cite: 1]
[12. 정신/행동장애],항우울제,SNRI,Venlafaxine,이팩사[cite: 1]
[12. 정신/행동장애],항우울제,SNRI,Milnacipran,익셀[cite: 1]
[12. 정신/행동장애],항우울제,SNRI,Duloxetine,심발타[cite: 1]
[12. 정신/행동장애],항우울제,SSRE,Tianeptine,스타브론[cite: 1]
[12. 정신/행동장애],항우울제,기타,Agomelatine,아고틴[cite: 1]
[12. 정신/행동장애],항우울제,기타,Bupropion,애드피온[cite: 1]
[12. 정신/행동장애],항우울제,기타,Bupropion,웰부트린 XL[cite: 1]
[12. 정신/행동장애],항우울제,기타,S-Adenosyl-L-Methionine,사데닌[cite: 1]
[12. 정신/행동장애],항우울제,기타,St. John's Wort,노이로민[cite: 1]
[12. 정신/행동장애],항우울제,기타,St. John's Wort,훼라민큐[cite: 1]
[12. 정신/행동장애],항우울제,기타,Trazodone,트리티코서방정[cite: 1]
[12. 정신/행동장애],항우울제,기타,Trazodone,트리티코[cite: 1]
[12. 정신/행동장애],항우울제,기타,Trazodone,환인트라조돈[cite: 1]
[12. 정신/행동장애],항우울제,기타,Esketamine,스프라바토[cite: 1]
[12. 정신/행동장애],항조증,-,Lithium,탄산리튬[cite: 1]
[12. 정신/행동장애],항조증,-,-,비정형 향정신병약물 참고[cite: 1]
[12. 정신/행동장애],항조증,-,-,항경련제 참고[cite: 1]
[12. 정신/행동장애],최면진정제,Barbiturate,Pentobarbital,엔토발주[cite: 1]
[12. 정신/행동장애],최면진정제,Barbiturate,Phenobarbital,페노바르비탈[cite: 1]
[12. 정신/행동장애],최면진정제,Barbiturate,Thiopental,펜토탈소디움[cite: 1]
[12. 정신/행동장애],최면진정제,BZD 단시간,Midazolam,미다졸람주[cite: 1]
[12. 정신/행동장애],최면진정제,BZD 단시간,Triazolam,졸민[cite: 1]
[12. 정신/행동장애],최면진정제,BZD 단시간,Triazolam,할시온[cite: 1]
[12. 정신/행동장애],최면진정제,BZD 중장시간,Flunitrazepam,라제팜[cite: 1]
[12. 정신/행동장애],최면진정제,BZD 중장시간,Flurazepam,달마돔[cite: 1]
[12. 정신/행동장애],최면진정제,Z-drug,Zaleplon,잘레딥[cite: 1]
[12. 정신/행동장애],최면진정제,Z-drug,Zolpidem,스틸녹스[cite: 1]
[12. 정신/행동장애],최면진정제,Z-drug,Zolpidem,스틸녹스 CR[cite: 1]
[12. 정신/행동장애],최면진정제,Z-drug,Eszopiclone,조피스타[cite: 1]
[12. 정신/행동장애],최면진정제,기타,Diphenhydramine,디펙타민[cite: 1]
[12. 정신/행동장애],최면진정제,기타,Doxylamine,솔리펠[cite: 1]
[12. 정신/행동장애],최면진정제,기타,Doxylamine,아졸[cite: 1]
[12. 정신/행동장애],최면진정제,기타,Doxepin,사일레노[cite: 1]
[12. 정신/행동장애],최면진정제,기타,Dexmedetomidine(고위험),프리세덱스[cite: 1]
[12. 정신/행동장애],최면진정제,기타,Allylisopropylacetylurea+Caffeine+Ibuprofen,그날엔정[cite: 1]
[12. 정신/행동장애],최면진정제,기타,Melatonin,서카딘[cite: 1]
[12. 정신/행동장애],최면진정제,기타,Chloral Hydrate,포크랄시럽[cite: 1]
[12. 정신/행동장애],정신흥분제,중추신경자극제,Methylphenidate,페니드[cite: 1]
[12. 정신/행동장애],정신흥분제,중추신경자극제,Methylphenidate,메디키넷[cite: 1]
[12. 정신/행동장애],정신흥분제,중추신경자극제,Methylphenidate,콘서타 OROS[cite: 1]
[12. 정신/행동장애],정신흥분제,중추신경자극제,Modafinil,모다닐[cite: 1]
[12. 정신/행동장애],정신흥분제,중추신경자극제,Modafinil,프로비질[cite: 1]
[12. 정신/행동장애],정신흥분제,중추신경자극제,Armodafinil,아모닐[cite: 1]
[12. 정신/행동장애],정신흥분제,비중추신경자극제,Atomoxetine,스트라테라[cite: 1]
[12. 정신/행동장애],정신흥분제,비중추신경자극제,Atomoxetine,아토목신[cite: 1]
[12. 정신/행동장애],정신흥분제,비중추신경자극제,Atomoxetine,환인아토목세틴[cite: 1]
[12. 정신/행동장애],정신흥분제,비중추신경자극제,Clonidine,베이[cite: 1]
