분류1,분류2,분류3(기전),성분명,상품명
[9. 피부/피하조직질환],탈모 치료제,외용제(여성),Alfatradiol,엘크라넬알파[cite: 1]
[9. 피부/피하조직질환],탈모 치료제,외용제(여성),Minoxidil,마이녹실 3%[cite: 1]
[9. 피부/피하조직질환],탈모 치료제,외용제 (남성),Finasteride,핀쥬베스프레이[cite: 1]
[9. 피부/피하조직질환],탈모 치료제,외용제 (남성),Minoxidil,로게인폼 5%[cite: 1]
[9. 피부/피하조직질환],건선 치료제,경구 VitA 제제,Acitretin,네오티카손[cite: 1]
[9. 피부/피하조직질환],건선 치료제,비타민 D3 제제,Calcitriol,본키[cite: 1]
[9. 피부/피하조직질환],건선 치료제,외용 스테로이드 +비타민 D3,Betamethasone+Calcipotriol,다이보베트[cite: 1]
[9. 피부/피하조직질환],아토피성 피부염 치료제,Interleukin inh,Dupilumab,듀피젠트[cite: 1]
[9. 피부/피하조직질환],아토피성 피부염 치료제,JAK inh,Upadacitinib,린버크[cite: 1]
[9. 피부/피하조직질환],아토피성 피부염 치료제,JAK inh,Baricitinib,올루미언트[cite: 1]
[9. 피부/피하조직질환],아토피성 피부염 치료제,JAK inh,Abrocitinib,시빈코[cite: 1]
[9. 피부/피하조직질환],아토피성 피부염 치료제,외용 칼시뉴린 억제제,Pimecrolimus,엘리델크림[cite: 1]
[9. 피부/피하조직질환],아토피성 피부염 치료제,외용 칼시뉴린 억제제,Tacrolimus,프로토픽연고[cite: 1]
[9. 피부/피하조직질환],아토피성 피부염 치료제,가려움 완화제,달맞이꽃 종자유,에보프림[cite: 1]
[9. 피부/피하조직질환],아토피성 피부염 치료제,가려움 완화제,Doxepin,사일레노[cite: 1]
[9. 피부/피하조직질환],상처/궤양 치료제,영유아 연고,Dexpanthenol,비판텐[cite: 1]
[9. 피부/피하조직질환],상처/궤양 치료제,영유아 연고,소맥추출물,스티모린에스[cite: 1]
[9. 피부/피하조직질환],상처/궤양 치료제,상처 회복,D-판테놀,D-판테놀[cite: 1]
[9. 피부/피하조직질환],상처/궤양 치료제,상처 회복,Trafermin,피블라스트[cite: 1]
[9. 피부/피하조직질환],상처/궤양 치료제,화상치료제,Sitosterol,미보[cite: 1]
[9. 피부/피하조직질환],상처/궤양 치료제,화상치료제,Guaiazulene,아줄린연고[cite: 1]
[9. 피부/피하조직질환],흉터 치료제,-,Hyaluronate,코네티비나겔[cite: 1]
[9. 피부/피하조직질환],흉터 치료제,-,EGF,이지에프새살[cite: 1]
[9. 피부/피하조직질환],흉터 치료제,-,PDRN,리쥬비넥스[cite: 1]
[9. 피부/피하조직질환],흉터 치료제,-,Keratinocyte,칼로덤[cite: 1]
[9. 피부/피하조직질환],흉터 치료제,-,Allantoin+Heparin+Anion Ext,노스카나[cite: 1]
[9. 피부/피하조직질환],흉터 치료제,-,Allantoin+Heparin+Anion Ext,콘투락투벡스[cite: 1]
[9. 피부/피하조직질환],피부 살균 소독제,-,Povidone lodine,포비돈요오드[cite: 1]
[9. 피부/피하조직질환],피부 살균 소독제,-,Povidone lodine,포비딘인후[cite: 1]
[9. 피부/피하조직질환],피부 살균 소독제,-,Povidone lodine,지노베타딘질[cite: 1]
[9. 피부/피하조직질환],피부 살균 소독제,-,Chlorhexidine+Isopropanol,헥시타놀 2%[cite: 1]
[9. 피부/피하조직질환],피부 살균 소독제,-,Octenidine+Phenoxyethanol,옥테니셉트[cite: 1]
[9. 피부/피하조직질환],피부 살균 소독제,-,Chlorhexidine+Cetrimide,클로헥신크림[cite: 1]
[9. 피부/피하조직질환],피부 살균 소독제,-,Chlorhexidine,헥사메딘[cite: 1]
[9. 피부/피하조직질환],피부 살균 소독제,-,Cetylpyridinium,미놀 트로키[cite: 1]
[9. 피부/피하조직질환],피부 살균 소독제,-,Nitrofurazone,니트로푸라존[cite: 1]
[9. 피부/피하조직질환],피부 살균 소독제,-,Acrinol + Berberine + E.Faecalis + Loperamide,배탈렌[cite: 1]
[9. 피부/피하조직질환],치질,혈액순환장애 치료제 참고,Flavonoid,치센[cite: 1]
[9. 피부/피하조직질환],치질,혈액순환장애 치료제 참고,Flavonoid,치퀵[cite: 1]
[9. 피부/피하조직질환],치질,-,Allantoin+Chlorhexidine+Lidocaine+Tetrahydrozoline,푸레파인[cite: 1]
[9. 피부/피하조직질환],치질,-,Allantoin+Chlorhexidine+Lidocaine+Tetrahydrozoline,푸레파인마일드[cite: 1]
[9. 피부/피하조직질환],옴 & 이 치료제,-,Crotamiton,유락신[cite: 1]
[9. 피부/피하조직질환],옴 & 이 치료제,-,Lindane,린단로오손[cite: 1]
[9. 피부/피하조직질환],옴 & 이 치료제,-,Lindane,린단액[cite: 1]
[9. 피부/피하조직질환],옴 & 이 치료제,-,Permethrin,오메크린[cite: 1]
[9. 피부/피하조직질환],옴 & 이 치료제,-,Piperonyl + Pyrethrin,라이센드플러스[cite: 1]
[9. 피부/피하조직질환],기타 피부용 약물,국소 마취 작용제,Lidocaine,리도카인젤리[cite: 1]
[9. 피부/피하조직질환],기타 피부용 약물,국소 마취 작용제,Lidocaine,리도카인비스코스[cite: 1]
[9. 피부/피하조직질환],기타 피부용 약물,국소 마취 작용제,Lidocaine,뉴도탑[cite: 1]
[9. 피부/피하조직질환],기타 피부용 약물,국소 마취 작용제,Pramoxine,헤모렉스크림[cite: 1]
[9. 피부/피하조직질환],기타 피부용 약물,Rosacea 치료,Ivermectin,수란트라-희귀[cite: 1]
[9. 피부/피하조직질환],기타 피부용 약물,다한증,Aluminum Cl,노스엣[cite: 1]
[9. 피부/피하조직질환],기타 피부용 약물,다한증,Aluminum Cl,드리클로[cite: 1]
[9. 피부/피하조직질환],기타 피부용 약물,다한증,Glycopyrrolate,스웨트롤패드[cite: 1]
[9. 피부/피하조직질환],기타 피부용 약물,만성 손습진,Alitretinoin,아리톡[cite: 1]
[9. 피부/피하조직질환],기타 피부용 약물,피부 보호 & 수렴제,Trolamine,비아핀에멀젼[cite: 1]
[9. 피부/피하조직질환],기타 피부용 약물,피부 보호 & 수렴제,Petrolatum,바세린[cite: 1]
[9. 피부/피하조직질환],항생제연고,단일제,Fusidic acid,후시딘[cite: 1]
[9. 피부/피하조직질환],항생제연고,단일제,Ozenoxacin,오자넥스크림[cite: 1]
[9. 피부/피하조직질환],항생제연고,단일제,Tyrothricin,조아티로겔[cite: 1]
[9. 피부/피하조직질환],항생제연고,항생제 3종,Bacitracin+Neomycin+PolymyxinB,바스포연고[cite: 1]
[9. 피부/피하조직질환],항생제연고,항생제 + 상처회복,Neomycin + Centella,마데카솔케어[cite: 1]
[9. 피부/피하조직질환],항생제연고,단일제,Mupirocin,베아로반[cite: 1]
[9. 피부/피하조직질환],항생제연고,단일제,Mupirocin,에스로반[cite: 1]
[9. 피부/피하조직질환],항생제연고,스테로이드+항진균제,Gentamicin+Betamethasone Valerate,쎄레스톤지[cite: 1]
[9. 피부/피하조직질환],항생제연고,스테로이드+항진균제+항생제,Betamethasone dipropionate 0.05%+Clotrimazole+Gentamicin,라벤다크림[cite: 1]
[9. 피부/피하조직질환],항생제연고,항생제 3종 + 가려움증 완화,Bacitracin+Neomycin+PolymyxinB+Pramoxine,케어믹신플러스[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,Azole 계,Flutrimazole,나이트랄[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,Azole 계,Isoconazole,트라보겐[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,Azole 계,Ketoconazole,태극케토코나졸[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,Azole 계,Econazole,에코라연고[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,Azole 계,Bifonazole,바리토나[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,Allylamine 계,Naftifine,엑소데릴[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,복합제,Terbinafine+Glycyrrhizinate+Menthol+Lidocain,다나핀[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,복합제,Terbinafine+Glycyrrhizinate+Menthol+Lidocain,무조날쿨[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,기타,Butenafine,로세릴[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,발톱무좀,Amorolfine,케이롤핀네일라카[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,발톱무좀,Ciclopirox,로푸록스네일라카[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,발톱무좀,Efinaconazole,주블리아[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,발톱무좀,Terbinafine,라미실원스[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,지루성 두피염,Ketoconazole,비가졸[cite: 1]
[9. 피부/피하조직질환],외용 항진균제,지루성 두피염,Ciclopirox,노비프록스[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 1 (Very high potency),Clobetasol Propionate,더모베이트[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 1 (Very high potency),Clobetasol Propionate,베타베이트[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 1 (Very high potency),Clobetasol Propionate,도모호론[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 1 (Very high potency),Clobetasol Propionate,클로벡스[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 1 (Very high potency),Diflorasone Diacetate 0.05%,디프라 C[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 1 (Very high potency),Diflucortolone Valerate 0.3%,디푸코 0.3%[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 2 (High potency),Desoximetasone 0.25%,데속시시원 G[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 2 (High potency),Desoximetasone 0.25%,에스파손 G[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 2 (High potency),Desoximetasone 0.25%,데타손 O[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 2 (High potency),Halcinonide 0.1%,베로단연고[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 3 (High potency),Difluprednate 0.05%,리베카 C[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 3 (High potency),Desoximetasone 0.25% L,데타손 L[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 4 (Mid potency),Methylprednisolone Aceponate 0.1%,아드반탄[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 4 (Mid potency),Mometasone furoate 0.1%,큐모타손 L[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 4 (Mid potency),Triamcinolone 0.1%,오라메디[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 5 (Mid potency),Prednicarbate 0.25%,베이드 L[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 5 (Mid potency),Prednicarbate 0.25%,더마톱[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 5 (Mid potency),Prednicarbate 0.25%,티티베[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 6 (Low potency),Desonide 0.05%,데스원 L[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 6 (Low potency),Desonide 0.05%,마일드원 C[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 6 (Low potency),Desonide 0.05%,데스오웬 L[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 6 (Low potency),Prednisolone Valeroacetate,삼아리도멕스 L[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 7 (Low potency),Hydrocortisone hydrochloride,락티케어에이취씨[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 7 (Low potency),Hydrocortisone hydrochloride,하티손 L[cite: 1]
[9. 피부/피하조직질환],스테로이드 외용제제,Class 7 (Low potency),Hydrocortisone acetate 1%,락티코트 C[cite: 1]
