분류1,분류2,분류3(기전),성분명,상품명
[8. 비뇨생식계 질환],신부전증,고칼륨혈증 치료,Polystyrene Sulfonate Ca,카리메트산[cite: 1]
[8. 비뇨생식계 질환],신부전증,요독증,구형흡착탄,크레메진세립[cite: 1]
[8. 비뇨생식계 질환],신부전증,요독증,구형흡착탄,크레메진속붕[cite: 1]
[8. 비뇨생식계 질환],신부전증,신장애 환자의 영양 보급,아미노산,케토스테릴[cite: 1]
[8. 비뇨생식계 질환],신부전증,신장애 환자의 영양 보급,수용성 비타민,레날민[cite: 1]
[8. 비뇨생식계 질환],신부전증,부갑상샘 항진증 (활성형 VitD),Calcitriol,본키[cite: 1]
[8. 비뇨생식계 질환],신부전증,부갑상샘 항진증 (활성형 VitD),Paricalcitol,에이플라주[cite: 1]
[8. 비뇨생식계 질환],신부전증,부갑상샘 항진증 (CaSR 작용제),Cinacalcet,레그파라[cite: 1]
[8. 비뇨생식계 질환],신부전증,부갑상샘 항진증 (CaSR 작용제),Evocalcet,올케디아[cite: 1]
[8. 비뇨생식계 질환],신부전증,칼륨보존이뇨제,Finerenone,케렌디아[cite: 1]
[8. 비뇨생식계 질환],자궁에 작용하는 약물,자궁수축 억제제,Ritodrine,라보파주[cite: 1]
[8. 비뇨생식계 질환],자궁에 작용하는 약물,자궁수축 억제제,Atosiban,트랙토실주[cite: 1]
[8. 비뇨생식계 질환],자궁에 작용하는 약물,자궁수축제,Misoprostol,싸이토텍[cite: 1]
[8. 비뇨생식계 질환],자궁에 작용하는 약물,자궁수축제,Dinoprostone,프로페스[cite: 1]
[8. 비뇨생식계 질환],자궁에 작용하는 약물,자궁수축제,Methylergometrine,휴메트린[cite: 1]
[8. 비뇨생식계 질환],자궁에 작용하는 약물,자궁수축제,Carbetocin,듀라토신 RTS[cite: 1]
[8. 비뇨생식계 질환],발기부전 치료제,경구 PDE5 i,Sildenafil,비아그라[cite: 1]
[8. 비뇨생식계 질환],발기부전 치료제,경구 PDE5 i,Sildenafil,팔팔[cite: 1]
[8. 비뇨생식계 질환],발기부전 치료제,경구 PDE5 i,Tadalafil,시알리스[cite: 1]
[8. 비뇨생식계 질환],발기부전 치료제,경구 PDE5 i,Tadalafil,구구[cite: 1]
[8. 비뇨생식계 질환],발기부전 치료제,경구 PDE5 i,Mirodenafil,엠빅스[cite: 1]
[8. 비뇨생식계 질환],발기부전 치료제,경구 PDE5 i,Udenafil,자이데나[cite: 1]
[8. 비뇨생식계 질환],기타 비뇨기계 약물,알칼리화제 (신장결석약제),Potassium citrate,유로시트라 K[cite: 1]
[8. 비뇨생식계 질환],기타 비뇨기계 약물,요로소독제,Methenamine,유로렉스[cite: 1]
[8. 비뇨생식계 질환],기타 비뇨기계 약물,유즙분비억제,Cabergoline,카버락틴[cite: 1]
[8. 비뇨생식계 질환],질감염 치료제,항진균제,Clotrimazole,카네스텐질정[cite: 1]
[8. 비뇨생식계 질환],질감염 치료제,항진균제,Sertaconazole,더모픽스질정[cite: 1]
[8. 비뇨생식계 질환],질감염 치료제,항진균제+항생제,Nystatin+Neomycin+Polymyxin B,오엔지질연질[cite: 1]
[8. 비뇨생식계 질환],질감염 치료제,항진균제+항생제+스테로이드,Clotrimazole+Genta+Betameth,라벤다크림[cite: 1]
[8. 비뇨생식계 질환],경구 조루 치료제,-,Dapoxetine,프릴리지[cite: 1]
[8. 비뇨생식계 질환],경구 조루 치료제,-,Clomipramine,그로민[cite: 1]
[8. 비뇨생식계 질환],경구 조루 치료제,-,Sildenafil+Clomipramine,구세[cite: 1]
[8. 비뇨생식계 질환],외용 피임제,-,Nonoxynol-9,노원질좌제[cite: 1]
